locus_tag	ftype	length_bp	gene	EC_number	COG	product
HOBIDPDJ_03849	CDS	606	eamB_2		COG1280	Cysteine/O-acetylserine efflux protein
HOBIDPDJ_03850	CDS	861	murR_2		COG1737	HTH-type transcriptional regulator MurR
HOBIDPDJ_03851	CDS	1545	aer		COG0840	Aerotaxis receptor
HOBIDPDJ_03852	CDS	480	hcpA_6		COG3157	Major exported protein
HOBIDPDJ_03853	CDS	438				hypothetical protein
HOBIDPDJ_03854	CDS	717				hypothetical protein
HOBIDPDJ_03855	CDS	1728	tsr_2		COG0840	Methyl-accepting chemotaxis protein I
HOBIDPDJ_03856	CDS	1692	tsr_3		COG0840	Methyl-accepting chemotaxis protein I
HOBIDPDJ_03857	CDS	1932	yheS_2		COG0488	putative ABC transporter ATP-binding protein YheS
HOBIDPDJ_03858	CDS	561	ywrO	1.6.99.-	COG2249	General stress protein 14
HOBIDPDJ_03859	CDS	1863	kefC		COG0475	Glutathione-regulated potassium-efflux system protein KefC
HOBIDPDJ_03860	CDS	204				hypothetical protein
HOBIDPDJ_03861	CDS	636				hypothetical protein
HOBIDPDJ_03862	CDS	219	slyX		COG2900	Protein SlyX 
HOBIDPDJ_03863	CDS	750	fkpA	5.2.1.8	COG0545	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA
HOBIDPDJ_03864	CDS	882				hypothetical protein
HOBIDPDJ_03865	CDS	705	dauR_3		COG2964	Transcriptional regulator DauR
HOBIDPDJ_03866	CDS	393	tusD	2.8.1.-	COG1553	Sulfurtransferase TusD
HOBIDPDJ_03867	CDS	369	tusC		COG2923	Protein TusC
HOBIDPDJ_03868	CDS	294	tusB		COG2168	Protein TusB
HOBIDPDJ_03869	CDS	375	rpsL		COG0048	30S ribosomal protein S12
HOBIDPDJ_03870	CDS	471	rpsG		COG0049	30S ribosomal protein S7
HOBIDPDJ_03871	CDS	2115	fusA		COG0480	Elongation factor G
HOBIDPDJ_03872	CDS	1185	tuf1			Elongation factor Tu 1
HOBIDPDJ_03873	CDS	378	secE		COG0690	Protein translocase subunit SecE
HOBIDPDJ_03874	CDS	546	nusG		COG0250	Transcription termination/antitermination protein NusG
HOBIDPDJ_03875	CDS	429	rplK		COG0080	50S ribosomal protein L11
HOBIDPDJ_03876	CDS	702	rplA		COG0081	50S ribosomal protein L1
HOBIDPDJ_03877	CDS	498	rplJ		COG0244	50S ribosomal protein L10
HOBIDPDJ_03878	CDS	366	rplL		COG0222	50S ribosomal protein L7/L12
HOBIDPDJ_03879	CDS	4029	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
HOBIDPDJ_03880	CDS	4230	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
HOBIDPDJ_03881	CDS	945				ISNCY family transposase ISRor2
HOBIDPDJ_03882	CDS	1119	thiH	4.1.99.19	COG1060	2-iminoacetate synthase
HOBIDPDJ_03883	CDS	780	thiG	2.8.1.10	COG2022	Thiazole synthase
HOBIDPDJ_03884	CDS	201	thiS		COG2104	Sulfur carrier protein ThiS
HOBIDPDJ_03885	CDS	750	thiF	2.7.7.73	COG0476	Sulfur carrier protein ThiS adenylyltransferase
HOBIDPDJ_03886	CDS	648	thiE	2.5.1.3	COG0352	Thiamine-phosphate synthase
HOBIDPDJ_03887	CDS	1953	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
HOBIDPDJ_03888	CDS	681		3.1.3.-	COG0560	putative phosphatase
HOBIDPDJ_03889	CDS	786	nudC	3.6.1.22	COG2816	NADH pyrophosphatase
HOBIDPDJ_03890	CDS	1074	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
HOBIDPDJ_03891	CDS	708	nfi	3.1.21.7	COG1515	Endonuclease V
HOBIDPDJ_03892	CDS	591			COG3068	putative protein
HOBIDPDJ_03893	CDS	273	hupA			DNA-binding protein HU-alpha
HOBIDPDJ_03894	CDS	693				hypothetical protein
HOBIDPDJ_03895	CDS	1290	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
HOBIDPDJ_03896	CDS	1590	purH		COG0138	Bifunctional purine biosynthesis protein PurH
HOBIDPDJ_03897	CDS	465				hypothetical protein
HOBIDPDJ_03898	CDS	483				hypothetical protein
HOBIDPDJ_03899	CDS	324	mdtC_1			Multidrug resistance protein MdtC
HOBIDPDJ_03900	CDS	1107				hypothetical protein
HOBIDPDJ_03901	rRNA	1539				16S ribosomal RNA
HOBIDPDJ_03902	CDS	726				hypothetical protein
HOBIDPDJ_03903	CDS	177				hypothetical protein
HOBIDPDJ_03904	CDS	249				hypothetical protein
HOBIDPDJ_03905	CDS	399				hypothetical protein
HOBIDPDJ_03906	CDS	678				hypothetical protein
HOBIDPDJ_03907	CDS	906				hypothetical protein
HOBIDPDJ_03908	CDS	858				hypothetical protein
HOBIDPDJ_03909	CDS	615				hypothetical protein
HOBIDPDJ_03910	CDS	1266				hypothetical protein
HOBIDPDJ_03911	CDS	945				hypothetical protein
HOBIDPDJ_03912	CDS	672				hypothetical protein
HOBIDPDJ_03913	CDS	627				hypothetical protein
HOBIDPDJ_03914	CDS	711				hypothetical protein
HOBIDPDJ_03915	CDS	336	arsR2		COG0640	Arsenic resistance transcriptional regulator ArsR2
HOBIDPDJ_03916	CDS	1290	arsB		COG1055	Arsenical pump membrane protein
HOBIDPDJ_03917	CDS	888	yddE_1	5.1.-.-	COG0384	putative isomerase YddE
HOBIDPDJ_03918	CDS	1416	dadA_3	1.4.99.-		D-amino acid dehydrogenase
HOBIDPDJ_03919	CDS	582	yajL_2	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
HOBIDPDJ_03920	CDS	639	eda_2		COG0800	Putative KHG/KDPG aldolase
HOBIDPDJ_03921	CDS	972	kdgK	2.7.1.45		2-dehydro-3-deoxygluconokinase
HOBIDPDJ_03922	CDS	855	gatY	4.1.2.40		D-tagatose-1,6-bisphosphate aldolase subunit GatY
HOBIDPDJ_03923	CDS	1476				hypothetical protein
HOBIDPDJ_03924	CDS	1611				hypothetical protein
HOBIDPDJ_03925	CDS	1236	chuR	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
HOBIDPDJ_03926	CDS	780	srlR		COG1349	Glucitol operon repressor
HOBIDPDJ_03927	CDS	1281	kbaZ		COG4573	D-tagatose-1,6-bisphosphate aldolase subunit KbaZ
HOBIDPDJ_03928	CDS	1191	agaS	3.5.99.-	COG2222	Putative D-galactosamine-6-phosphate deaminase AgaS
HOBIDPDJ_03929	CDS	495	levE	2.7.1.202	COG3444	PTS system fructose-specific EIIB component
HOBIDPDJ_03930	CDS	768	agaC		COG3715	N-acetylgalactosamine permease IIC component 1
HOBIDPDJ_03931	CDS	891	manZ		COG3716	PTS system mannose-specific EIID component
HOBIDPDJ_03932	CDS	435	levD		COG2893	PTS system fructose-specific EIIA component
HOBIDPDJ_03933	CDS	1170	agaA	3.5.1.-	COG1820	N-acetylgalactosamine-6-phosphate deacetylase
HOBIDPDJ_03934	CDS	831	kduI	5.3.1.17	COG3717	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase
HOBIDPDJ_03935	CDS	756	kduD	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
HOBIDPDJ_03936	CDS	1071		3.2.1.-		Unsaturated 3S-rhamnoglycuronyl hydrolase
HOBIDPDJ_03937	CDS	3042	chonabc	4.2.2.21		Chondroitin sulfate ABC exolyase
HOBIDPDJ_03938	CDS	3066		4.2.2.20		Chondroitin sulfate ABC endolyase
HOBIDPDJ_03939	CDS	2166				hypothetical protein
HOBIDPDJ_03940	CDS	885				hypothetical protein
HOBIDPDJ_03941	CDS	1560		3.1.6.-	COG3119	Endo-4-O-sulfatase
HOBIDPDJ_03942	CDS	96				hypothetical protein
HOBIDPDJ_03943	CDS	489				hypothetical protein
HOBIDPDJ_03944	CDS	756	ehaG		COG5295	Autotransporter adhesin EhaG
HOBIDPDJ_03945	CDS	825				hypothetical protein
HOBIDPDJ_03946	CDS	198				hypothetical protein
HOBIDPDJ_03947	CDS	555	yceJ		COG3038	Cytochrome b561 
HOBIDPDJ_03948	CDS	579	yceI		COG2353	Protein YceI
HOBIDPDJ_03949	CDS	1086				hypothetical protein
HOBIDPDJ_03950	CDS	1116	kch		COG1226	Voltage-gated potassium channel Kch
HOBIDPDJ_03951	CDS	855	tehB	2.1.1.-		putative S-adenosyl-L-methionine-dependent methyltransferase TehB
HOBIDPDJ_03952	CDS	1401	clcA		COG0038	H(+)/Cl(-) exchange transporter ClcA
HOBIDPDJ_03953	CDS	1401	alsT_1		COG1115	Amino-acid carrier protein AlsT
HOBIDPDJ_03954	CDS	1482	aldA	1.2.1.3		Putative aldehyde dehydrogenase AldA
HOBIDPDJ_03955	CDS	1653	hcp	1.7.99.1	COG1151	Hydroxylamine reductase
HOBIDPDJ_03956	CDS	1005	hcr	1.-.-.-	COG1018	NADH oxidoreductase HCR
HOBIDPDJ_03957	CDS	333				hypothetical protein
HOBIDPDJ_03958	CDS	1074			COG2239	Magnesium transporter MgtE
HOBIDPDJ_03959	CDS	411				hypothetical protein
HOBIDPDJ_03960	CDS	579				hypothetical protein
HOBIDPDJ_03961	CDS	519	sprT			Protein SprT
HOBIDPDJ_03962	CDS	324	bigR		COG0640	Biofilm growth-associated repressor
HOBIDPDJ_03963	CDS	435				hypothetical protein
HOBIDPDJ_03964	CDS	414				hypothetical protein
HOBIDPDJ_03965	CDS	1809	bcsC		COG0457	Cellulose synthase operon protein C
HOBIDPDJ_03966	CDS	1410	bepA_3	3.4.-.-		Beta-barrel assembly-enhancing protease
HOBIDPDJ_03967	CDS	2292	bcsB_2			Cyclic di-GMP-binding protein
HOBIDPDJ_03968	CDS	2598	bcsA_2	2.4.1.12	COG1215	Cellulose synthase catalytic subunit [UDP-forming]
HOBIDPDJ_03969	CDS	732	bcsQ			Cellulose biosynthesis protein BcsQ
HOBIDPDJ_03970	CDS	192				hypothetical protein
HOBIDPDJ_03971	CDS	1710	bcsG			Cellulose biosynthesis protein BcsG
HOBIDPDJ_03972	CDS	1155	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
HOBIDPDJ_03973	CDS	1908	speA	4.1.1.19	COG1166	Biosynthetic arginine decarboxylase
HOBIDPDJ_03974	CDS	921	speB	3.5.3.11	COG0010	Agmatinase
HOBIDPDJ_03975	CDS	780	budC	1.1.1.304		Diacetyl reductase [(S)-acetoin forming]
HOBIDPDJ_03976	CDS	342				hypothetical protein
HOBIDPDJ_03977	CDS	345				hypothetical protein
HOBIDPDJ_03978	CDS	678	mutH		COG3066	DNA mismatch repair protein MutH
HOBIDPDJ_03979	CDS	1680	sgrR		COG4533	HTH-type transcriptional regulator SgrR
HOBIDPDJ_03980	CDS	603	leuD1	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit 1
HOBIDPDJ_03981	CDS	1410	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
HOBIDPDJ_03982	CDS	1092	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
HOBIDPDJ_03983	CDS	1560	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
HOBIDPDJ_03984	CDS	945	leuO			HTH-type transcriptional regulator LeuO
HOBIDPDJ_03985	CDS	1809		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
HOBIDPDJ_03986	CDS	1008	cra_2		COG1609	Catabolite repressor/activator
HOBIDPDJ_03987	CDS	459	mraZ		COG2001	Transcriptional regulator MraZ
HOBIDPDJ_03988	CDS	948	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
HOBIDPDJ_03989	CDS	318	ftsL		COG3116	Cell division protein FtsL
HOBIDPDJ_03990	CDS	1797	ftsI	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
HOBIDPDJ_03991	CDS	1488	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
HOBIDPDJ_03992	CDS	1383	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
HOBIDPDJ_03993	CDS	1083	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
HOBIDPDJ_03994	CDS	1311	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
HOBIDPDJ_03995	CDS	1194	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
HOBIDPDJ_03996	CDS	1083	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
HOBIDPDJ_03997	CDS	1464	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
HOBIDPDJ_03998	CDS	348				hypothetical protein
HOBIDPDJ_03999	CDS	804	ftsQ		COG1589	Cell division protein FtsQ
HOBIDPDJ_04000	CDS	1257	ftsA		COG0849	Cell division protein FtsA
HOBIDPDJ_04001	CDS	1167	ftsZ		COG0206	Cell division protein FtsZ
HOBIDPDJ_04002	CDS	921	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
HOBIDPDJ_04003	CDS	519				hypothetical protein
HOBIDPDJ_04004	CDS	528	secM			Secretion monitor
HOBIDPDJ_04005	CDS	2709	secA		COG0653	Protein translocase subunit SecA
HOBIDPDJ_04006	CDS	408	hmrR			HTH-type transcriptional regulator HmrR
HOBIDPDJ_04007	CDS	2490	actP_2	7.2.2.9		Copper-transporting P-type ATPase
HOBIDPDJ_04008	CDS	4734	hpmA		COG3210	Hemolysin
HOBIDPDJ_04009	CDS	1686	shlB			Hemolysin transporter protein ShlB
HOBIDPDJ_04010	CDS	441	mutT	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
HOBIDPDJ_04011	CDS	216	yacG		COG3024	DNA gyrase inhibitor YacG
HOBIDPDJ_04012	CDS	753	zapD		COG4582	Cell division protein ZapD
HOBIDPDJ_04013	CDS	615	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
HOBIDPDJ_04014	CDS	1200	epsF		COG1459	Type II secretion system protein F
HOBIDPDJ_04015	CDS	1104	epsE		COG2804	Type II secretion system protein E
HOBIDPDJ_04016	CDS	444				hypothetical protein
HOBIDPDJ_04017	CDS	543	ampD	3.5.1.28	COG3023	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
HOBIDPDJ_04018	CDS	786	pdhR_2		COG2186	Pyruvate dehydrogenase complex repressor
HOBIDPDJ_04019	CDS	2667	aceE	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
HOBIDPDJ_04020	CDS	1872	aceF	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
HOBIDPDJ_04021	CDS	1428	lpdA	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
HOBIDPDJ_04022	CDS	13119	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
HOBIDPDJ_04023	CDS	780	rtxA	3.4.22.-	COG2931	Multifunctional-autoprocessing repeats-in-toxin
HOBIDPDJ_04024	CDS	147				hypothetical protein
HOBIDPDJ_04025	CDS	2598	acnB	4.2.1.3	COG1049	Aconitate hydratase B
HOBIDPDJ_04026	CDS	372				hypothetical protein
HOBIDPDJ_04027	CDS	861	mscS		COG0668	Small-conductance mechanosensitive channel
HOBIDPDJ_04028	CDS	624	argO		COG1279	Arginine exporter protein ArgO
HOBIDPDJ_04029	CDS	735			COG2968	26 kDa periplasmic immunogenic protein
HOBIDPDJ_04030	CDS	531				hypothetical protein
HOBIDPDJ_04031	CDS	222				hypothetical protein
HOBIDPDJ_04032	CDS	900	argP		COG0583	HTH-type transcriptional regulator ArgP
HOBIDPDJ_04033	CDS	657	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
HOBIDPDJ_04034	CDS	1251	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
HOBIDPDJ_04035	CDS	2124	hlyB		COG2274	Alpha-hemolysin translocation ATP-binding protein HlyB
HOBIDPDJ_04036	CDS	1341	ltxD			Leukotoxin export protein LtxD
HOBIDPDJ_04037	CDS	2067	apxIB		COG2274	Toxin RTX-I translocation ATP-binding protein
HOBIDPDJ_04038	CDS	618	ygfA	6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
HOBIDPDJ_04039	CDS	330	zapA		COG3027	Cell division protein ZapA
HOBIDPDJ_04040	CDS	585				hypothetical protein
HOBIDPDJ_04041	CDS	1311	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
HOBIDPDJ_04042	CDS	1173	ubiH	1.14.13.-	COG0654	2-octaprenyl-6-methoxyphenol hydroxylase
HOBIDPDJ_04043	CDS	1236	ubiI	1.14.13.240	COG0654	2-octaprenylphenol hydroxylase
HOBIDPDJ_04044	CDS	1095	gcvT_2	2.1.2.10	COG0404	Aminomethyltransferase
HOBIDPDJ_04045	CDS	393	gcvH		COG0509	Glycine cleavage system H protein
HOBIDPDJ_04046	CDS	2877	gcvP	1.4.4.2	COG0403	Glycine dehydrogenase (decarboxylating)
HOBIDPDJ_04047	CDS	603	yfbR_2	3.1.3.89		5'-deoxynucleotidase YfbR
HOBIDPDJ_04048	CDS	987	ygfZ		COG0354	tRNA-modifying protein YgfZ
HOBIDPDJ_04049	CDS	282	sdhE		COG2938	FAD assembly factor SdhE
HOBIDPDJ_04050	CDS	408	ygfX			Inner membrane protein YgfX
HOBIDPDJ_04051	CDS	519	fldB_2		COG0716	Flavodoxin 2
HOBIDPDJ_04052	CDS	942	xerD		COG4974	Tyrosine recombinase XerD
HOBIDPDJ_04053	CDS	708	dsbC_3		COG1651	Thiol:disulfide interchange protein DsbC
HOBIDPDJ_04054	CDS	1734	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
HOBIDPDJ_04055	CDS	963	prfB		COG1186	Peptide chain release factor RF2
HOBIDPDJ_04056	CDS	1515	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
HOBIDPDJ_04057	CDS	984	xerC_7			Tyrosine recombinase XerC
HOBIDPDJ_04058	CDS	300				hypothetical protein
HOBIDPDJ_04059	CDS	276				hypothetical protein
HOBIDPDJ_04060	CDS	156				hypothetical protein
HOBIDPDJ_04061	CDS	150				hypothetical protein
HOBIDPDJ_04062	CDS	396				hypothetical protein
HOBIDPDJ_04063	CDS	207				hypothetical protein
HOBIDPDJ_04064	CDS	222	traR_2			Protein TraR
HOBIDPDJ_04065	CDS	825	dam_3	2.1.1.72	COG0338	DNA adenine methylase
HOBIDPDJ_04066	CDS	324				hypothetical protein
HOBIDPDJ_04067	CDS	2379				hypothetical protein
HOBIDPDJ_04068	CDS	213				hypothetical protein
HOBIDPDJ_04069	CDS	594				hypothetical protein
HOBIDPDJ_04070	CDS	1128				hypothetical protein
HOBIDPDJ_04071	CDS	1029				hypothetical protein
HOBIDPDJ_04072	CDS	1755				hypothetical protein
HOBIDPDJ_04073	CDS	810				hypothetical protein
HOBIDPDJ_04074	CDS	1146				hypothetical protein
HOBIDPDJ_04075	CDS	669				hypothetical protein
HOBIDPDJ_04076	CDS	456				hypothetical protein
HOBIDPDJ_04077	CDS	207				hypothetical protein
HOBIDPDJ_04078	CDS	315				hypothetical protein
HOBIDPDJ_04079	CDS	405				hypothetical protein
HOBIDPDJ_04080	CDS	504				hypothetical protein
HOBIDPDJ_04081	CDS	438				hypothetical protein
HOBIDPDJ_04082	CDS	636				hypothetical protein
HOBIDPDJ_04083	CDS	627				hypothetical protein
HOBIDPDJ_04084	CDS	339				hypothetical protein
HOBIDPDJ_04085	CDS	909				hypothetical protein
HOBIDPDJ_04086	CDS	612				hypothetical protein
HOBIDPDJ_04087	CDS	1632				hypothetical protein
HOBIDPDJ_04088	CDS	1173	gpFI_2			Putative prophage major tail sheath protein
HOBIDPDJ_04089	CDS	516				hypothetical protein
HOBIDPDJ_04090	CDS	348				hypothetical protein
HOBIDPDJ_04091	CDS	2835				hypothetical protein
HOBIDPDJ_04092	CDS	465				hypothetical protein
HOBIDPDJ_04093	CDS	1098				hypothetical protein
HOBIDPDJ_04094	CDS	219				hypothetical protein
HOBIDPDJ_04095	CDS	708				hypothetical protein
HOBIDPDJ_04096	tRNA	74				tRNA-Gly(ccc)
HOBIDPDJ_04097	CDS	360				hypothetical protein
HOBIDPDJ_04098	CDS	549	ail_3		COG3637	Attachment invasion locus protein
HOBIDPDJ_04099	CDS	483				hypothetical protein
HOBIDPDJ_04100	CDS	780				hypothetical protein
HOBIDPDJ_04101	CDS	501				hypothetical protein
HOBIDPDJ_04102	CDS	480				hypothetical protein
HOBIDPDJ_04103	CDS	150				hypothetical protein
HOBIDPDJ_04104	CDS	156				hypothetical protein
HOBIDPDJ_04105	CDS	276				hypothetical protein
HOBIDPDJ_04106	CDS	300				hypothetical protein
HOBIDPDJ_04107	CDS	465				hypothetical protein
HOBIDPDJ_04108	CDS	828				hypothetical protein
HOBIDPDJ_04109	CDS	279				hypothetical protein
HOBIDPDJ_04110	CDS	117				hypothetical protein
HOBIDPDJ_04111	CDS	276				hypothetical protein
HOBIDPDJ_04112	CDS	1236	mdtA_2			Multidrug resistance protein MdtA
HOBIDPDJ_04113	CDS	3132	mdtB			Multidrug resistance protein MdtB
HOBIDPDJ_04114	CDS	3084	mdtC_2		COG0841	Multidrug resistance protein MdtC
HOBIDPDJ_04115	CDS	690	baeS_1	2.7.13.3	COG0642	Signal transduction histidine-protein kinase BaeS
HOBIDPDJ_04116	CDS	714	baeS_2	2.7.13.3	COG0642	Signal transduction histidine-protein kinase BaeS
HOBIDPDJ_04117	CDS	708	baeR		COG0745	Transcriptional regulatory protein BaeR
HOBIDPDJ_04118	CDS	1380	rlhA		COG0826	23S rRNA 5-hydroxycytidine synthase
HOBIDPDJ_04119	CDS	894	yegS	2.7.1.-	COG1597	putative lipid kinase YegS
HOBIDPDJ_04120	CDS	1050	fbaB	4.1.2.13	COG1830	Fructose-bisphosphate aldolase class 1
HOBIDPDJ_04121	CDS	798	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
HOBIDPDJ_04122	CDS	645				hypothetical protein
HOBIDPDJ_04123	CDS	639	pagP	2.3.1.251		Lipid A palmitoyltransferase PagP
HOBIDPDJ_04124	CDS	1383	pheP		COG1113	Phenylalanine-specific permease
HOBIDPDJ_04125	CDS	387	soxS			Regulatory protein SoxS
HOBIDPDJ_04126	CDS	807	yidA	3.1.3.23	COG0561	Sugar phosphatase YidA
HOBIDPDJ_04127	CDS	1353	brnQ_2		COG1114	Branched-chain amino acid transport system 2 carrier protein
HOBIDPDJ_04128	CDS	885	amiD	3.5.1.28	COG3023	N-acetylmuramoyl-L-alanine amidase AmiD
HOBIDPDJ_04129	CDS	1470	alsT_2		COG1115	Amino-acid carrier protein AlsT
HOBIDPDJ_04130	CDS	225	holE_2	2.7.7.7		DNA polymerase III subunit theta
HOBIDPDJ_04131	CDS	396	yebF			Protein YebF
HOBIDPDJ_04132	CDS	183				hypothetical protein
HOBIDPDJ_04133	CDS	1428	pabB	2.6.1.85	COG0147	Aminodeoxychorismate synthase component 1
HOBIDPDJ_04134	CDS	561	nudL	3.6.1.-		putative Nudix hydrolase NudL
HOBIDPDJ_04135	CDS	1362	sdaA	4.3.1.17	COG1760	L-serine dehydratase 1
HOBIDPDJ_04136	CDS	585	mntP		COG1971	putative manganese efflux pump MntP
HOBIDPDJ_04137	CDS	813	rlmA	2.1.1.187	COG0500	23S rRNA (guanine(745)-N(1))-methyltransferase
HOBIDPDJ_04138	CDS	414	psiE		COG3223	Protein PsiE
HOBIDPDJ_04139	CDS	444	uspF_3		COG0589	Universal stress protein F
HOBIDPDJ_04140	CDS	819				hypothetical protein
HOBIDPDJ_04141	CDS	435	uspF_4		COG0589	Universal stress protein F
HOBIDPDJ_04142	CDS	1413	cycA		COG1113	D-serine/D-alanine/glycine transporter
HOBIDPDJ_04143	tRNA	76				tRNA-Lys(ctt)
HOBIDPDJ_04144	CDS	1485	putP		COG0591	Sodium/proline symporter
HOBIDPDJ_04145	CDS	3969	putA		COG0506	Bifunctional protein PutA
HOBIDPDJ_04146	CDS	531	fliZ			Regulator of sigma S factor FliZ
HOBIDPDJ_04147	CDS	723	fliA		COG1191	RNA polymerase sigma factor FliA
HOBIDPDJ_04148	CDS	1104	fliC2		COG1344	Flagellin 2
HOBIDPDJ_04149	CDS	1113	fliC1			Flagellin 1
HOBIDPDJ_04150	CDS	1419	fliD		COG1345	Flagellar hook-associated protein 2
HOBIDPDJ_04151	CDS	399	fliS		COG1516	Flagellar secretion chaperone FliS
HOBIDPDJ_04152	CDS	354	fliT			Flagellar protein FliT
HOBIDPDJ_04153	CDS	1143				hypothetical protein
HOBIDPDJ_04154	CDS	216				hypothetical protein
HOBIDPDJ_04155	CDS	231				hypothetical protein
HOBIDPDJ_04156	CDS	693				hypothetical protein
HOBIDPDJ_04157	CDS	96				hypothetical protein
HOBIDPDJ_04158	CDS	312	fliE		COG1677	Flagellar hook-basal body complex protein FliE
HOBIDPDJ_04159	CDS	1722	fliF		COG1766	Flagellar M-ring protein
HOBIDPDJ_04160	CDS	999	fliG		COG1536	Flagellar motor switch protein FliG
HOBIDPDJ_04161	CDS	723	fliH		COG1317	Flagellar assembly protein FliH
HOBIDPDJ_04162	CDS	1374	fliI	7.1.2.2	COG1157	Flagellum-specific ATP synthase
HOBIDPDJ_04163	CDS	447	fliJ		COG2882	Flagellar FliJ protein
HOBIDPDJ_04164	CDS	1413				hypothetical protein
HOBIDPDJ_04165	CDS	483				hypothetical protein
HOBIDPDJ_04166	CDS	1032	fliM		COG1868	Flagellar motor switch protein FliM
HOBIDPDJ_04167	CDS	411	fliN		COG1886	Flagellar motor switch protein FliN
HOBIDPDJ_04168	CDS	447	fliO		COG3190	Flagellar protein FliO
HOBIDPDJ_04169	CDS	771	fliP		COG1338	Flagellar biosynthetic protein FliP
HOBIDPDJ_04170	CDS	270	fliQ		COG1987	Flagellar biosynthetic protein FliQ
HOBIDPDJ_04171	CDS	783	fliR		COG1684	Flagellar biosynthetic protein FliR
HOBIDPDJ_04172	CDS	120				hypothetical protein
HOBIDPDJ_04173	CDS	945	flgL		COG1344	Flagellar hook-associated protein 3
HOBIDPDJ_04174	CDS	1644	flgK		COG1256	Flagellar hook-associated protein 1
HOBIDPDJ_04175	CDS	987	flgJ	3.2.1.-	COG1705	Peptidoglycan hydrolase FlgJ
HOBIDPDJ_04176	CDS	1107	flgI			Flagellar P-ring protein
HOBIDPDJ_04177	CDS	744	flgH			Flagellar L-ring protein
HOBIDPDJ_04178	CDS	783	flgG		COG4786	Flagellar basal-body rod protein FlgG
HOBIDPDJ_04179	CDS	756	flgF		COG4787	Flagellar basal-body rod protein FlgF
HOBIDPDJ_04180	CDS	1221	flgE		COG1749	Flagellar hook protein FlgE
HOBIDPDJ_04181	CDS	801	flgD		COG1843	Basal-body rod modification protein FlgD
HOBIDPDJ_04182	CDS	405	flgC		COG1558	Flagellar basal-body rod protein FlgC
HOBIDPDJ_04183	CDS	414	flgB		COG1815	Flagellar basal body rod protein FlgB
HOBIDPDJ_04184	CDS	657	flgA		COG1261	Flagella basal body P-ring formation protein FlgA
HOBIDPDJ_04185	CDS	300	flgM		COG2747	Negative regulator of flagellin synthesis
HOBIDPDJ_04186	CDS	441	flgN		COG3418	Flagella synthesis protein FlgN
HOBIDPDJ_04187	CDS	1266				hypothetical protein
HOBIDPDJ_04188	CDS	2091	flhA		COG1298	Flagellar biosynthesis protein FlhA
